pdb,uni,ik14
1vyw,P24941,RIGZCVNCFXYBEG
5lmk,P24941,BNCZSQHEMDOHNQ
3le6,P24941,NKUOWCWVEBHJCR
1e9h,P24941,IHBOEHLUIBMBMY
1ogu,P24941,YBKLJTXDSBEVRV
1oir,P24941,VCPXSBULBDYRLT
1pf8,P24941,QNUKRWAIZMBVCU
2vts,P24941,FOESVLPZMGVWBM
2r64,P24941,ZXYIRNXOAJYLCU
2uzn,P24941,AKFVRSQELXTCFW
6guh,P24941,WJRRGYBTGDJBFX
6guc,P24941,QNUKRWAIZMBVCU
6gub,P24941,BIIVYFLTOXDAOV
3qxp,P24941,JXJHPQHLHQTQQI
2bts,P24941,LPQUJAANWFHCJV
2b54,P24941,OPRAIFVPXXVXDL
4gcj,P24941,JXJHPQHLHQTQQI
3qu0,P24941,ZDFKJVWFYGHALK
2vv9,P24941,PVTKDXZNSUHUMO
1p2a,P24941,CQCXWWWNUFQYJS
3rah,P24941,SVWJDTLRFATPCQ
3fz1,P24941,TXYKBKYDFZQOCB
4bcn,P24941,NYRVLHGVDPPWJS
2r3j,P24941,SMIZFGZXFDGISG
2r3m,P24941,HQPVGVSQPQVZLD
1fvv,P24941,MBXKBJLIESPLIK
2wev,P24941,DYTKVFHLKPDNRW
1ke7,P24941,FTQYGMLRLRXBPT
2iw9,P24941,OWXORKPNCHJYOF
2wpa,P24941,HUXYBQXJVXOMKX
2b52,P24941,KRKQVGZXTNLQSV
1aq1,P24941,HKSZLNNOFSGOKW
4erw,P24941,HKSZLNNOFSGOKW
2bkz,P24941,HGAKLLFPOGATII
6gva,P24941,PCQPAKMJSYGXRE
1h1s,P24941,OWXORKPNCHJYOF
2c6o,P24941,OWXORKPNCHJYOF
1ke6,P24941,GEWPSTLKJDIUHW
4bgh,P24941,MJIALGDLOLWBRQ
4bck,P24941,SGOFFNQMBSXTRU
6gue,P24941,WJRRGYBTGDJBFX
2ds1,P24941,KBLPHMRCKHFBJB
2fvd,P24941,JRNJNYBQQYBCLE
1urw,P24941,BBZUBCUIVIEBCP
2vtp,P24941,BDRDBXXWQDFXEC
1oit,P24941,NKORVPQBJCGYEC
1r78,P24941,RAKYKJWUUUKCCW
3ns9,P24941,KRIWIRSMQRQYJG
2bpm,P24941,JPAWNIKVRIVDBT
2wxv,P24941,MIDIIMBLQHSLFO
2w17,P24941,BACSZMCLZIDTIO
1pxo,P24941,DYTKVFHLKPDNRW
2w05,P24941,LDXLQEXLXZCYSR
2xmy,P24941,WQZVTNFUNLTGDW
6fer,Q16832,IJPAFYMYOCLEBL
6nfy,Q92918,WINHZLLDWRZWRT
6nfz,Q92918,WINHZLLDWRZWRT
6ng0,Q92918,WINHZLLDWRZWRT
6cqf,Q92918,JKPAJCPZQIJPPS
4aua,Q00534,WKGKIJSPPFRZEQ
5l2t,Q00534,RHXHGRAEPCAFML
4ez5,Q00534,VSHURSPEQITHNX
5l2s,Q00534,UZWDCWONPYILKI
5l2i,Q00534,AHJRHEGDXFFMBM
4a7c,P11309,OZAALIWIRMBCOR
4i6b,Q9NYY3,WQXIWGBBMQMEGH
4i5p,Q9NYY3,DBHNCRPFJNHKDP
4i5m,Q9NYY3,XQVVPGYIWAGRNI
4i6f,Q9NYY3,JMDRAMDTWLAOHD
4i6h,Q9NYY3,HGHXLCCYGNWFLX
5d7a,Q9UKE5,FYWRWBSYRGSWIQ
5ax9,Q9UKE5,JKDVQSBZXOTCNO
4h58,P15056,UKKAXPVDQSQDFB
3tv4,P15056,OJZKGEWGLIEDBZ
5fd2,P15056,DFMZBEXLPWVTSV
5ct7,P15056,YABJJWZLRMPFSI
4fc0,P15056,BSBQPLUISHJULY
4ehg,P15056,RFXIGXFNQUUTSZ
4mbj,P15056,CWDHWLRBSAIDBH
4ksq,P15056,IIKOGUBERFKZGT
6n0q,P15056,UUDBNZHNESYAMK
3ii5,P15056,AIWJVLQNYNCDSL
1uwh,P15056,MLDQJTXFUGDVEO
4pp7,P15056,WWMXFNLVPRQJSD
4dbn,P15056,MDPMAXSABUPRJI
4e4x,P15056,HCWAUGCXCGOSNN
3tv6,P15056,PFHJLTOLXWXCJH
4ehe,P15056,WWRQXSNKYPVJOU
3psd,P15056,INSHJFDTYUIUOG
3psb,P15056,CROUIRAPWZHAFI
3q96,P15056,NHVJQLRLGGPUJY
4g9c,P15056,BCTNUFBSYWOHHJ
3ppj,P15056,KPVWPPVVNSJMEZ
4ksp,P15056,OJFKUJDRGJSAQB
3idp,P15056,KKVYYGGCHJGEFJ
3skc,P15056,AQRCHNPFXKXZOD
3ppk,P15056,AHLQDZCJPCLDJM
3prf,P15056,XNYZWJDKGDUFBJ
6n0p,P15056,UEPXBTCUIIGYCY
4yht,P15056,LINMNMJCBXXKNC
6b8u,P15056,MRTHXFZEQBERDI
2fb8,P15056,MLSAQOINCGAULQ
3d4q,P15056,KWEFZSZCLBHIEQ
3os3,Q02750,NLXYHBBGDADWQY
4an9,Q02750,COACPTNNJAFVAN
4anb,Q02750,GLTAPZSWBNABCW
3wig,Q02750,LMMJFBMMJUMSJS
4an2,Q02750,BSMCAPRUBJMWDF
4an3,Q02750,SUDAHWBOROXANE
3orn,Q02750,FIMYFEGKMOCQKT
5u6b,P30530,VFRJEYJOQSRCNK
6r49,O14965,JXXKUMYBOLYKNF
5os3,O14965,LQISONQSSGPXMA
5os0,O14965,BIGOTGAMVFQWPQ
5os2,O14965,KXPYQPKQXZWYGM
5os4,O14965,SHLALXCFPAKZHG
5orv,O14965,SIFVTEYXNRZCMI
5ort,O14965,YDHHKMQOVBJACX
5orw,O14965,WKRDDFLIYSQAFI
5ose,O14965,SSCYIPXZAWJONZ
5osd,O14965,CSIJNNYNKHESOD
5os1,O14965,PKRZJVQWLOOWHD
5orz,O14965,CFHYAXQWEYGRTM
5os5,O14965,VWGKEVWFBOUAND
5ory,O14965,JUXBDWQXPZSIML
5orx,O14965,YNVFZWPRJYWBOP
5orr,O14965,URPRRYYGDXSCNR
3lau,O14965,VCIZMGNKKFEEHA
5obj,O14965,PCKQJQMHOYYDMQ
4uzh,O14965,ITULOGMVDYUWCK
4jaj,O14965,YLSBDRGLLZDAKB
5obr,O14965,NIKQCFUMVUWEJP
4zs0,O14965,YOEAQWYCBDUGQE
3ha6,O14965,FLCQZZIDGSESAD
6hjj,O14965,QTIJDEKGLBXUPB
2w1d,O14965,IYTGPPNUOLLGBE
4ztq,O14965,NNYRUSJDMFVRJF
4deb,O14965,WTPGNNPEEJSILJ
3k5u,O14965,UQHINZSKNAAVOZ
3uo4,O14965,RSUKUXYTJJCQKG
4byj,O14965,XDTMWNUVKUHOQV
4dea,O14965,PZRUXYWYONKHDD
5aad,O14965,IDYBEIZHMAGVLB
2xne,O14965,FXFAGYZXIGMEEG
3r21,O14965,SZKRTTIHILIRKD
4prj,O14965,LBYBJJIMARLHMV
2j4z,O14965,TYYNSDQVFIOSFH
2xng,O14965,BHSRVQWRAVCUOG
5one,O14965,KGXBCWANASZZQG
3uoj,O14965,MEKVNSMGVQRYJI
3uod,O14965,QFNWNXOHCUAEBM
4j8m,O14965,GBMIFBVLJSCVJT
5aag,O14965,MBQJFWXFLPQAID
3m11,O14965,SPKHBKVYERIGTO
2np8,O14965,RDTDWGQDFJPTPD
4jbp,O14965,WEVRAOPLGYJTLY
3up2,O14965,VKIURNGMKFWIQX
3uo5,O14965,BUKMSYYNNHEANR
4ded,O14965,DYZNHQCKJOEZRJ
5aaf,O14965,SAMGYEUAKOLWAS
5aae,O14965,FZRLFVHIDOFKIN
3fdn,O14965,NIZPETVEBKMXKW
3p9j,O14965,DSDIWWSXOOXFSI
2xru,O14965,BGKRQXRINOKEMF
4dhf,O14965,CXCXNZWXDOVZBA
2bmc,O14965,WUWKQGPEIAHGLN
4zts,O14965,WWPZBBQLQAEXGE
6hjk,O14965,UNZLHTLRBOOXGC
4jbo,O14965,GJFJLQXYFZSVOD
3r22,O14965,PARUULGUCQEWNM
3unz,O14965,DSRXYFSONVBAKS
4b0g,O14965,QWRJMSZUKHRINI
3uo6,O14965,BAZFHAGOCKJYHX
2x6e,O14965,GFLQCBTXTRCREJ
3uoh,O14965,NCXZWZMYZVWHNN
2j50,O14965,XKFTZKGMDDZMJI
2x6d,O14965,IZRXRZKKTJHSGV
2w1e,O14965,SOTHNRIRXPUQEZ
2w1c,O14965,AKIIIZOJWRPEPQ
4byi,O14965,KLKOJHYRAITDCX
2wtw,O14965,HHFBDROWDBDFBR
3up7,O14965,UIAQHDUGAOFVJM
3h0y,O14965,ZYURNHOEBWWJHI
2w1f,O14965,FPKSFXFWECAIBR
3e5a,O14965,GCIKSSRWRFVXBI
3qbn,O14965,JFFMERHILPGKFE
4ztr,O14965,ZJQWORQRPDYKRS
2x81,O14965,HHFBDROWDBDFBR
3h0z,O14965,GAAHSFKFIMENOG
3vap,O14965,PBHYAPKEUOBQSL
4uyn,O14965,POXQKNUAFHJFKI
4jai,O14965,XLSPYLMTRXPYKY
3coh,O14965,AOMMPEGZDRAGRC
3nrm,O14965,XWFNCZUACYBPGT
3efw,O14965,INFGJUQNPPGDNS
3uol,O14965,GADYBZMYJCZJLX
2w1g,O14965,LOLPPWBBNUVNQZ
2wtv,O14965,HHFBDROWDBDFBR
6c2t,O14965,GKVNGMCPNCGMBE
2c6e,O14965,WHHFZOIADLFZRX
3uok,O14965,BLFRZPJRKJLHGU
6c2r,O14965,YQQZZYYQTCPEAS
4uzd,O14965,YXMQIWJYPNBZJS
3myg,O14965,RHGZQGXELRMGES
5ew9,O14965,LCVIRAZGMYMNNT
5nka,P29317,AJRURWGSRUYOQL
5nk9,P29317,NVYXPDJGZNQIHE
5ia1,P29317,HHFBDROWDBDFBR
5nk7,P29317,RRUBGRARVNLPQT
5nk8,P29317,NBHNLUWASSBGER
5ia0,P29317,ZLHFILGSQDJULK
5nk2,P29317,RRUBGRARVNLPQT
5nk6,P29317,VWWJBXPDCCAIJW
6fng,P29317,MWKSRKSEWLRPBL
5ia4,P29317,CXQHYVUVSFXTMY
5ia3,P29317,VAARYSWULJUGST
5nk3,P29317,NFJBJEVYNAEEOP
5i9x,P29317,UBPYILGKFZZVDX
5nkd,P29317,VNOJDMNSDQAVOE
5nkh,P29317,IPDDCJRBTYYNRD
5ia5,P29317,UQRCJCNVNUFYDX
5nkg,P29317,AVCRYIXULVHLPG
5nkc,P29317,RQFQWAHQNYFCJN
5nki,P29317,JWVBEFCCTKVFPM
5ia2,P29317,JTWMOWRMSZZHDR
5njz,P29317,CCCAUTZOBQTZLJ
6fnf,P29317,ZCCPLJOKGAACRT
5i9z,P29317,XKFTZKGMDDZMJI
5i9y,P29317,ZBNZXTGUTAYRHI
5nk4,P29317,HZPGXKUXZFAZJJ
5nkb,P29317,FISCIEKUXURIRB
5mja,P54762,GVQPPCNXPVHIRJ
4q9s,Q05397,PNPBXXNNLJGHBP
4k8a,Q05397,XJGDASCALCDOQH
4kab,Q05397,KRAKREBEXWCQMF
4gu9,Q05397,MEYYGZBRFGDWPZ
4ebw,Q05397,LWMFYSSKMYKGNI
4ebv,Q05397,ISXAVIPPPMJTPN
4kao,Q05397,JMQOIKOCLOMDPW
4i4f,Q05397,AVFJKWOKOZKXRX
4i4e,Q05397,FADYFQASOSLUAS
2etm,Q05397,YENZSPIOXMNEFF
4k9y,Q05397,INQBVHWEOAKYED
4gu6,Q05397,IFWXGGDEGREJOB
6i8z,Q05397,QUSSZSMDFABHLI
3bz3,Q05397,MZDKLVOWGIOKTN
5av0,P53355,DDKGKOOLFLYZDL
5auz,P53355,TZBJGXHYKVUXJN
5auv,P53355,KZNIFHPLKGYRTM
5auu,P53355,IQPNAANSBPBGFQ
5aux,P53355,IYRMWMYZSQPJKC
5auw,P53355,REFJWTPEDVJJIY
5aut,P53355,FWEOQOXTVHGIFQ
5auy,P53355,YXOLAZRVSSWPPT
4txc,P53355,ASDVVHQAXNTHHM
4tpt,P53671,LJBXWGVECYNLLM
2vwv,P54760,ZVWFECUPYCFYBL
2vwz,P54760,KQGTYXRWSIBDOZ
4aw5,P54760,LETIJBVXDGOQFG
2vx0,P54760,PNEWIQAEGKQNCE
2vwu,P54760,QHIMVPIOWKYPSO
2vww,P54760,HMKLUOPMOJOUDZ
2vx1,P54760,ZVQZIVCQLFGXFZ
4bb4,P54760,NXVFABZXYFFUBF
6fnj,P54760,MWKSRKSEWLRPBL
2vwy,P54760,QTFCKBFCXDAZIU
2x9f,P54760,FIWCLCRWDUELGO
2vwx,P54760,TZHCXOMEOHEZDX
6fni,P54760,ZCCPLJOKGAACRT
2xvd,P54760,AAXNCGQOXAXDOW
4gfo,P29597,HKIJJBMBTHKEPC
3nyx,P29597,KWDHWMGDHBBJIA
5f20,P29597,VVMMTCDXQMWVBF
5f1z,P29597,MUDVASGRHKWSTJ
6gu4,P06493,UTBSBSOBZHXMHI
6gu3,P06493,WJRRGYBTGDJBFX
6gu6,P06493,PIMQWRZWLQKKBJ
6gu2,P06493,BIIVYFLTOXDAOV
6gu7,P06493,WJRRGYBTGDJBFX
5lqf,P06493,OWXORKPNCHJYOF
5oxg,Q04771,BBDGBGOVJPEFBT
6gi6,Q04771,UUGUFBFLQOTDIV
6gip,Q04771,CNEUJSQUCXSRDD
6gin,Q04771,MTDJGYWCNQTZLJ
4bgg,Q04771,WFZZPLAPENBNIY
4zlo,Q13153,PYSIAKZWZJNMNM
4o0t,Q13153,RZXMIHOUHYSGJO
4zji,Q13153,NQBRFDSRSGHBBK
5kbr,Q13153,AJHFOGJCDKOZKC
5kbq,Q13153,IVWHSTCJCURGMH
4p90,Q13153,RHZPBNHUNKAZOC
6b16,Q13153,GUERACYCGKAFOU
4zy5,Q13153,TUBDCTXNBUJRCI
5dfp,Q13153,RYCBSFIKWACFBY
4zy4,Q13153,DNTNKJATBLJMII
4zjj,Q13153,NIVBGOGCJSMNMG
4eqc,Q13153,DHUJCQOUWQMVCG
4zy6,Q13153,DYLHVDVCWIEYSA
5ime,Q13153,VTJYENUZSYEIJD
5dey,Q13153,ZBCMHWUFWQFPLV
5vo2,Q12852,TWYUPZIQFNEHLH
5cep,Q12852,VBUUATKGJOATLP
5ceq,Q12852,GMTAOJMPNXLKJI
5vo1,Q12852,POFXJLUVZXIDTP
5ceo,Q12852,RHFIAUKMKYHHFA
3kga,P49137,ZTKOUSVWVUFWQC
3m2w,P49137,XZZOJFOFCDHYRX
4at5,Q16620,MYQAUKPBNJWPIE
4at4,Q16620,PTVPBWWDGZSEAF
4at3,Q16620,BLCWVDAFBKECPI
5vt1,Q96RR4,DHBUOVPLOHMOJE
2zv2,Q96RR4,MYKOWOGZBMOVBJ
2hz4,P00519,KIZWKTROWIIMNN
2f4j,P00519,GCIKSSRWRFVXBI
6npe,P00519,UVZNRMKUEHJMJX
6npu,P00519,CQPBYZABXGBFMI
2hz0,P00519,SHSORWZDEKFFLP
2hyy,P00519,KTUFNOKKBVMGRW
6npv,P00519,XHACMMNMQIKLAQ
2hzi,P00519,SLCFEJAMCRLYRG
3qrk,P00519,CMUVVEBHULJOFP
5hu9,P00519,CBLZTDLZCXMNCE
2e2b,P00519,ZGBAJMQHJDFTQJ
2hiw,P00519,SQOIIWIQKKMCCG
2v7a,P00519,XKFTZKGMDDZMJI
3qrj,P00519,WVXNSAVVKYZVOE
4wa9,P00519,RITAVMQDGBJQJZ
3ue4,P00519,UBPYILGKFZZVDX
3qri,P00519,WVXNSAVVKYZVOE
4twp,P00519,RITAVMQDGBJQJZ
5ops,O14757,NSJGIUMXLVXGPU
5opr,O14757,CFVWLNQPGCBNKV
5oq8,O14757,QGEBKIOJSNPDFE
5oq7,O14757,QGEBKIOJSNPDFE
5op2,O14757,QGEBKIOJSNPDFE
5op5,O14757,BHTWDJBVZQBRKP
5op4,O14757,XCFLWTZSJYBCPF
5opu,O14757,KWTGXMXCSXFSJX
5opv,O14757,IQBHNQCIUDQGPV
5oot,O14757,IWMCPJZTADUIFX
5oq6,O14757,IWMCPJZTADUIFX
5opb,O14757,ATUUNJCZCOMUKD
5oq5,O14757,IWMCPJZTADUIFX
3o0g,Q00535,YQRVBHMYUSGXHL
4au8,Q00535,GKGZVFYMXSXLJJ
1unl,Q00535,BTIHMVBBUGXLCJ
1ung,Q00535,PRIGRJPRGZCFAS
1unh,Q00535,HBDSHCUSXQATPO
3fzs,Q14289,MVCOAUNKQVWQHZ
4h1j,Q14289,LATBWIWKSPOPNK
3fzt,Q14289,OGYYVRWSDKOCHJ
3h3c,Q14289,CAUFYHKGKDJMQG
4h1m,Q14289,WGABQSVUYBMTBW
3et7,Q14289,TWFBJYGVNVQOCW
3fzr,Q14289,POJZIZBONPAWIV
5to8,Q14289,FOLRUTAUDNCQAE
5tob,Q14289,MZDKLVOWGIOKTN
3gvu,P42684,KTUFNOKKBVMGRW
2xyn,P42684,GCIKSSRWRFVXBI
4af3,Q96GD4,GCIKSSRWRFVXBI
5jsm,P15056,VESCTIQVMMXAQY
4xv9,P15056,ZCHAHQLCHCQDFD
5jrq,P15056,WEEVBQHRUFJEAI
3c4c,P15056,YZDJQTHVDDOVHR
5jt2,P15056,XUDXUMMIEQQIQT
4r5y,P15056,NGFFVZQXSRKHBM
4xv3,P15056,YBUJMZKTOUBMGW
6nsq,P15056,AZFFXPMHTGBCGM
5csx,P15056,AEJACXAFHXBVHF
4xv2,P15056,BFSMGDJOXZAERB
4xv1,P15056,DKNZQPXIIHLUHU
5csw,P15056,BFSMGDJOXZAERB
3pj2,Q06187,PAJOHXKWGHBVDS
6di0,Q06187,DGZXVZSOZVPFDW
3pj3,Q06187,ZNIFXENZPBLKBE
3piz,Q06187,KOCQZKPUMDARNV
4zly,Q06187,FCYPWSQPDXUBPV
4ot6,Q06187,LFFYDKBUCGOOED
3piy,Q06187,NHHQJBCNYHBUSI
6di1,Q06187,RFNYKYSEMVFRHS
6ep9,Q06187,VDSHGYXLLSEPML
4rfy,Q06187,SJBGHIGDLWCJIO
3pix,Q06187,VLOGKAVNBJBYON
4zlz,Q06187,YHEHDRMGAHEUOQ
6nfi,Q06187,YLMQFWXDIVNPGV
6nfh,Q06187,FIEBLYFIDPTHGZ
4rg0,Q06187,AGMLIXLHTZGRPZ
4rfz,Q06187,PCVMXQPADBQRFE
5bq0,Q06187,YICBVOVZLQDBBM
6s90,Q06187,IGVLLOMIUXKXBM
4nwm,Q06187,IGXJXMLDIIGDNE
5kup,Q06187,QTEIEFCDHKXATA
4otf,Q06187,CDOOFZZILLRUQH
3oct,Q06187,ZBNZXTGUTAYRHI
4z3v,Q06187,PTHVKCSYXICMAR
5jrs,Q06187,WYDRUGJOWSJDHU
4rx5,Q06187,MZSDTUIZKGUVHK
6omu,Q06187,QUIWHXQETADMGN
5vgo,Q06187,QAESSIFTPVEYRY
6hrp,Q06187,GLLQSOROVXWYRC
6hrt,Q06187,ACFBKRAWAGNCMP
6nzm,Q06187,ZJSNZHATZAWKIQ
3k54,Q06187,ZBNZXTGUTAYRHI
6e4f,Q06187,JSFCZQSJQXFJDS
3gen,Q06187,FMETVQKSDIOGPX
5zz4,Q06187,BRQYZNVVGDQNTM
5u9d,Q06187,WHELPQVBBOUXAO
5t18,Q06187,ZRYMMWAJAFUANM
5fbo,Q06187,JUSWPUDQOKINJO
5fbn,Q06187,AHBFBRPGNOVEBK
1x8b,P30291,IAUZTOZLTFSMIE
5vd2,P30291,RYYNGWLOYLRZLK
5vc3,P30291,UBPYILGKFZZVDX
3biz,P30291,ZWRDUCSPTGMSHB
5vc4,P30291,YCLIWTLPTXAGPQ
2io6,P30291,AOGOZJCRIFBTTN
2in6,P30291,JDARUOOLJCFUOY
3bi6,P30291,LFRLUVCEFWYSFT
5vc6,P30291,RXZMYLDMFYNEIM
5v5y,P30291,BKWJAKQVGHWELA
5vc5,P30291,IFPPYSWJNWHOLQ
2zm1,P06239,NNBICZMPIJMWGC
2of2,P06239,QUIQCYFSBGOBKE
2of4,P06239,PTILEOLOGGMFCS
2pl0,P06239,KTUFNOKKBVMGRW
6pdj,P06239,LXWXQRLCBZDGSZ
3kxz,P06239,WZEJOLDIQBJKQR
3mpm,P06239,KIMZUJNGIVVWNZ
2zyb,P06239,KKYYLKPGILUPOA
1qpe,P06239,PBBRWFOVCUAONR
3byo,P06239,BHJJWVDKNXABFS
3bym,P06239,OYDJAYPDIUTXRU
2ofu,P06239,VSJXTUFWPAOYLC
3byu,P06239,YNJXLRWECIJSPA
3b2w,P06239,RZSXAGWVTKQZAS
3bys,P06239,JZLAJYOZJKREKH
2og8,P06239,YGLITMMDQOZAHY
3kmm,P06239,LQYPBKQMDVWUGO
2ofv,P06239,YEIASMOUYNOXGA
5ut6,O60674,NMBKNACBCUDEER
5ut4,O60674,IBPVXAOOVUAOKJ
5ut0,O60674,LOLPPWBBNUVNQZ
4fvq,O60674,ZKHQWZAMYRWXGA
4fvr,O60674,ZKHQWZAMYRWXGA
5wik,O60674,DTEKTGDVSARYDS
5wij,O60674,XHEQSRJCJTWWAH
5usz,O60674,KDKUVYLMPJIGKA
5win,O60674,KDKUVYLMPJIGKA
1u59,P43403,HKSZLNNOFSGOKW
4wno,O75385,CWKAMSLBSGZMJZ
5ci7,O75385,ZYLHCSSOEGIFAO
6qas,O75385,RYYNGWLOYLRZLK
4wnp,O75385,DLCOOKRUECVLCI
6bik,Q06187,SXPUZMXHGHCZEG
6bkw,Q06187,CAJCMVSBNVIKHV
6bke,Q06187,MFRXRCVCUQSDMP
6bln,Q06187,ABEMEXKJBCGDPX
6bkh,Q06187,OVVJBKJSJVGGOF
3a4o,P07948,HKSZLNNOFSGOKW
4m0z,Q08881,RPIDLPZPJARENN
3qgw,Q08881,KASWEFFYPLWMCM
4m12,Q08881,JGGFBQCPFJAHOH
4kio,Q08881,LZANMDGKZJPQIB
4m0y,Q08881,CJQCPTLUHOGRQY
4m13,Q08881,HDLCJAZFKRTKGX
4m14,Q08881,GYKHVLWAQGEZTM
4hct,Q08881,RMAUIYTVKFMOGP
4pp9,Q08881,QOSKBOUKENYWAA
3miy,Q08881,WINHZLLDWRZWRT
3qgy,Q08881,MKSQDWBNZVGINB
3mj2,Q08881,ZHXNIYGJAOPMSO
3mj1,Q08881,IYIPJBAPGVUHNG
3v5j,Q08881,PVCKRSKEOOWVMP
1sm2,Q08881,HKSZLNNOFSGOKW
3v8w,Q08881,YBKODNZGBUDZRA
4mf0,Q08881,PGABPPHMLFSKKA
3v5l,Q08881,LXMWGYNOGUKODT
4qd6,Q08881,YIGXUZJWVOKKIO
4ppc,Q08881,NCXHAHGMYXETMO
4ppa,Q08881,LBYBJJIMARLHMV
4pqn,Q08881,XFYUTGIEFKGWND
4mf1,Q08881,WIUYFJQWJMBTCE
3v8t,Q08881,CQZZZUNOWZUNNG
4ppb,Q08881,NCXHAHGMYXETMO
4rfm,Q08881,JNRFIKALOWSUBG
2dq7,P06241,HKSZLNNOFSGOKW
5a6n,O43293,BIOBAIFFWOWFPU
5vja,O43293,NASYEGAVCTZSDO
5jzn,O15075,QQWUGDVOUVUTOY
6qat,Q8IYT8,GLDSKRNGVVYJAB
6qau,Q8IYT8,UKBGBACORPRCGG
6qav,Q8IYT8,KKISLZKMBSCLSS
2xnn,P51955,SQYKBXHMNBHADB
5m51,P51955,XAOVCENYRWWHPR
2xk4,P51955,MVWFAKKKMGICFP
5m57,P51955,OWXORKPNCHJYOF
2xke,P51955,DXJSLXVHZRWEMR
2xkc,P51955,AOAAZBKGFGSOFM
2xk8,P51955,QYMUPWSODGEMOO
2xkd,P51955,JOVBKEMPKRSFDQ
2xk3,P51955,QTTNDIPJKXHHFL
2xk6,P51955,UESQMXBXMMVHBA
2xk7,P51955,MQOJTCBESRAKQA
2xno,P51955,FNHUNERGHGEZMB
2xkf,P51955,FFHSQDAETWTILU
5m53,P51955,HZNQONMMEIJNNU
2xnp,P51955,FASALJZFFLCNKM
5m55,P51955,SHKLUCMYFCYADL
2xnm,P51955,SWIVJTVGOIXUKC
4afe,P51955,LLEOOSLUHRQCHZ
4a4x,P51955,DNZGEPPZYMAFLN
4yur,O00444,HHJSKDRCUMVWKF
3eqr,Q07912,RDCUCMDUDZPOOV
4ewh,Q07912,RHDMCDPPAAUUMD
3dtc,P80192,FGKKIHITEICGMN
5da3,Q13882,WMGUFRGUWSBJIK
6cz4,Q13882,XJIIVPVOGYFVME
6cz3,Q13882,FVUJKLFPRPTFJK
5h2u,Q13882,ZBNZXTGUTAYRHI
4z07,Q13976,ZOOGRGPOEVQQDX
4hco,P53350,KEQHJBNSCLWCAE
4h71,P53350,LFDOSYRMCCGDBT
4rcp,P53350,RLKOZTUQTILVBD
4lkl,P53350,HJFZOODWUBCJQN
3fvh,P53350,QDTAEBSFQNCYCT
3hik,P53350,IYLBMSHZRRWSRM
4whl,P53350,UQJJCGDAGHSCPK
4e67,P53350,HRXYPSYWHYHRGP
4o9w,P53350,DLIFQBZRMLUDCQ
4whh,P53350,IZFPBVDUEIHWRA
3rq7,P53350,ZDQJNYLFGPXANH
4dfw,P53350,KMZRRDOYGGTDJO
1b55,Q06187,CIPFCGZLFXVXBG
1w1d,O15530,CIPFCGZLFXVXBG
1bhf,P06239,VGUWABWDFSPZNX
1ijr,P06239,FXUGQWABROMTDA
1lkl,P06239,DOWDXBLZQNMPLQ
1lcj,P06239,DLNQPUNIZRZGQD
5j18,P15056,OWBFCJROIKNMGD
2oi3,P08631,LMGWDYUABULKQA
1bbz,P00519,VKNWQCPVVKLDID
